"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"1084","RUTHERFORD ","NC ",4,3,"PFFS ",12593,3658,0.290478837449377
"1085","SAMPSON ","NC ",1,0,"PFFS ",9631,23,0.00238812169037483
"1086","STANLY ","NC ",1,0,"PFFS ",10868,12,0.00110415899889584
"1087","STOKES ","NC ",5,3,"PFFS ",7100,2676,0.376901408450704
"1088","SURRY ","NC ",5,2,"HCPP ",15128,3413,0.225608143839238
"1089","SWAIN ","NC ",1,1,"PFFS ",2834,33,0.0116443189837685
"1090","TRANSYLVANIA ","NC ",1,1,"PFFS ",7857,149,0.0189639811632939
"1091","TYRRELL ","NC ",1,1,"PFFS ",735,15,0.0204081632653061
"1092","VANCE ","NC ",3,2,"PFFS ",8093,420,0.0518967008525887
"1093","WAKE ","NC ",8,3,"HCPP ",74458,5492,0.0737597034569825
"1094","WATAUGA ","NC ",1,1,"PFFS ",5798,74,0.0127630217316316
"1095","YADKIN ","NC ",6,2,"PFFS ",6968,2350,0.337256027554535
"1096","YANCEY ","NC ",3,1,"PFFS ",4189,114,0.0272141322511339
"1097","BARNES ","ND ",2,2,"PFFS ",2473,46,0.0186008896077638
"1098","BENSON ","ND ",1,1,"COST ",1041,109,0.104707012487992
"1099","BOTTINEAU ","ND ",1,1,"COST ",1549,51,0.0329244673983215
"1100","BURLEIGH ","ND ",1,0,"PFFS ",11253,41,0.003643472851684
"1101","CAVALIER ","ND ",0,0,"HMO ",1098,0,0
"1102","DICKEY ","ND ",0,0,"PFFS ",1168,0,0
"1103","DIVIDE ","ND ",0,0,"HMO ",509,0,0
"1104","DUNN ","ND ",4,3,"PFFS ",553,429,0.775768535262206
"1105","EMMONS ","ND ",0,0,"PFFS ",1064,0,0
"1106","FOSTER ","ND ",0,0,"PFFS ",860,0,0
"1107","GRAND FORKS ","ND ",2,1,"PFFS ",7621,100,0.01312163758037
"1108","GRIGGS ","ND ",0,0,"COST ",632,0,0
"1109","KIDDER ","ND ",0,0,"PFFS ",588,0,0
"1110","LAMOURE ","ND ",0,0,"PFFS ",1130,0,0
"1111","MORTON ","ND ",1,0,"PFFS ",4474,20,0.00447027268663388
"1112","MOUNTRAIL ","ND ",0,0,"PFFS ",1247,0,0
"1113","OLIVER ","ND ",0,0,"PFFS ",224,0,0
"1114","PEMBINA ","ND ",0,0,"HCPP ",1697,0,0
"1115","RANSOM ","ND ",1,1,"PFFS ",1168,17,0.0145547945205479
"1116","ROLETTE ","ND ",1,1,"COST ",1768,68,0.0384615384615385
"1117","SARGENT ","ND ",0,0,"HMO ",865,0,0
"1118","STUTSMAN ","ND ",2,2,"PFFS ",4292,78,0.0181733457595527
"1119","TOWNER ","ND ",0,0,"PFFS ",599,0,0
"1120","TRAILL ","ND ",1,1,"PFFS ",1613,18,0.0111593304401736
"1121","WALSH ","ND ",1,1,"PFFS ",2573,32,0.0124368441507967
"1122","WARD ","ND ",1,0,"PFFS ",8776,24,0.00273473108477666
"1123","WILLIAMS ","ND ",2,1,"HMO ",3889,85,0.021856518385189
"1124","ANTELOPE ","NE ",1,1,"PFFS ",1404,13,0.00925925925925926
"1125","BOX BUTTE ","NE ",0,0,"HMO ",1945,0,0
"1126","BUFFALO ","NE ",7,6,"PFFS ",5910,281,0.0475465313028765
"1127","BURT ","NE ",1,1,"HMO ",1791,38,0.0212171970965941
"1128","CHERRY ","NE ",0,0,"PFFS ",1266,0,0
"1129","COLFAX ","NE ",3,3,"PFFS ",3612,67,0.0185492801771872
"1130","CUMING ","NE ",1,1,"PFFS ",1922,18,0.00936524453694069
"1131","DAWES ","NE ",0,0,"HCPP ",1548,0,0
"1132","DEUEL ","NE ",0,0,"PFFS ",518,0,0
"1133","DIXON ","NE ",1,1,"PFFS ",1323,198,0.149659863945578
"1134","DUNDY ","NE ",0,0,"PFFS ",486,0,0
"1135","FRONTIER ","NE ",0,0,"PFFS ",553,0,0
"1136","FURNAS ","NE ",0,0,"HMO ",1413,0,0
"1137","GAGE ","NE ",0,0,"PFFS ",5235,0,0
"1138","GARDEN ","NE ",0,0,"PFFS ",644,0,0
"1139","GOSPER ","NE ",0,0,"PFFS ",522,0,0
"1140","GREELEY ","NE ",0,0,"PFFS ",624,0,0
"1141","HAYES ","NE ",0,0,"HMO ",116,0,0
"1142","HITCHCOCK ","NE ",0,0,"PFFS ",778,0,0
"1143","KEARNEY ","NE ",0,0,"PFFS ",1161,0,0
"1144","KEITH ","NE ",1,1,"PFFS ",1771,14,0.00790513833992095
"1145","KIMBALL ","NE ",0,0,"HMO ",917,0,0
"1146","LANCASTER ","NE ",17,1,"PFFS ",32606,1425,0.0437036128319941
"1147","MERRICK ","NE ",2,2,"PFFS ",1565,26,0.0166134185303514
"1148","MORRILL ","NE ",0,0,"PFFS ",1070,0,0
"1149","NANCE ","NE ",0,0,"HMO ",831,0,0
"1150","NUCKOLLS ","NE ",0,0,"PFFS ",1288,0,0
"1151","OTOE ","NE ",2,1,"PFFS ",2937,74,0.0251957780047668
"1152","PERKINS ","NE ",0,0,"HCPP ",635,0,0
"1153","RED WILLOW ","NE ",0,0,"PACE ",2432,0,0
"1154","RICHARDSON ","NE ",1,0,"HCPP ",2192,11,0.00501824817518248
"1155","SARPY ","NE ",3,2,"HMO ",10231,773,0.0755546867363894
"1156","SAUNDERS ","NE ",0,0,"PFFS ",3328,0,0
"1157","SCOTTS BLUFF ","NE ",2,0,"PFFS ",7569,31,0.00409565332276391
"1158","SEWARD ","NE ",0,0,"PFFS ",2610,0,0
"1159","STANTON ","NE ",1,1,"PFFS ",599,16,0.0267111853088481
"1160","THAYER ","NE ",0,0,"HMO ",1501,0,0
"1161","THURSTON ","NE ",6,3,"PFFS ",1003,8857,8.83050847457627
"1162","BELKNAP ","NH ",0,0,"HMO ",12192,0,0
"1163","CHESHIRE ","NH ",0,0,"PPO ",12753,0,0
"1164","COOS ","NH ",3,1,"HMO ",7846,872,0.111139434106551
"1165","GRAFTON ","NH ",0,0,"HCPP ",14469,0,0
"1166","MERRIMACK ","NH ",0,0,"HMO ",21527,0,0
"1167","ROCKINGHAM ","NH ",10,6,"HMO ",39044,3595,0.0920756070074787
"1168","STRAFFORD ","NH ",0,0,"HMO ",16527,0,0
"1169","ATLANTIC ","NJ ",6,2,"DEMP ",42549,2812,0.0660885097182072
"1170","BERGEN ","NJ ",11,4,"HMO ",141754,10619,0.0749114663431014
"1171","BURLINGTON ","NJ ",7,4,"DEMP ",65123,8012,0.123028730248914
"1172","CAPE MAY ","NJ ",6,3,"DEMP ",22674,1913,0.0843697627238246
"1173","GLOUCESTER ","NJ ",8,4,"DEMP ",36338,4046,0.111343497165502
"1174","HUDSON ","NJ ",12,4,"HMO ",71891,5109,0.0710659192388477
"1175","HUNTERDON ","NJ ",3,2,"DEMP ",16540,872,0.052720677146312
"1176","MONMOUTH ","NJ ",10,5,"HMO ",93673,6828,0.0728918685213455
"1177","OCEAN ","NJ ",12,5,"HMO ",127635,12996,0.101821600658127
"1178","PASSAIC ","NJ ",7,4,"HMO ",67023,5082,0.0758247168882324
"1179","SALEM ","NJ ",4,2,"DEMP ",11238,455,0.0404876312511123
"1180","BERNALILLO ","NM ",8,2,"HCPP ",84414,30271,0.358601653754117
"1181","CATRON ","NM ",0,0,"HMO ",883,0,0
"1182","CHAVES ","NM ",2,0,"PPO ",10764,32,0.00297287253808993
"1183","CIBOLA ","NM ",3,2,"HMO ",3035,149,0.0490939044481054
"1184","CURRY ","NM ",5,3,"PPO ",6457,820,0.126993960043364
"1185","DE BACA ","NM ",1,1,"PPO ",526,13,0.0247148288973384
"1186","DONA ANA ","NM ",4,1,"PFFS ",25181,504,0.0200150907430205
"1187","EDDY ","NM ",2,0,"HCPP ",8830,30,0.00339750849377123
"1188","GUADALUPE ","NM ",4,2,"HMO ",868,1792,2.06451612903226
"1189","HARDING ","NM ",0,0,"PPO ",216,0,0
"1190","HIDALGO ","NM ",7,1,"HMO ",881,596,0.676503972758229
"1191","LEA ","NM ",1,0,"PPO ",8179,11,0.0013449076904267
"1192","LOS ALAMOS ","NM ",0,0,"HMO ",2414,0,0
"1193","LUNA ","NM ",2,1,"PPO ",5555,65,0.0117011701170117
"1194","MCKINLEY ","NM ",2,0,"PPO ",7319,30,0.00409892061757071
"1195","MORA ","NM ",0,0,"HMO ",1041,0,0
"1196","QUAY ","NM ",0,0,"HMO ",2172,0,0
"1197","RIO ARRIBA ","NM ",3,2,"PPO ",6297,209,0.033190408130856
"1198","SANDOVAL ","NM ",4,2,"HMO ",13558,5226,0.385455081870482
"1199","SANTA FE ","NM ",4,3,"HMO ",19483,3051,0.156598059847046
"1200","SOCORRO ","NM ",3,3,"HMO ",2463,85,0.0345107592367032
"1201","TAOS ","NM ",1,0,"PPO ",5311,21,0.00395405761626812
"1202","TORRANCE ","NM ",2,2,"HMO ",2179,654,0.300137677833869
"1203","VALENCIA ","NM ",4,3,"HMO ",10226,3896,0.380989634265598
"1204","CARSON CITY ","NV ",3,0,"HMO ",11239,63,0.00560548091467212
"1205","CHURCHILL ","NV ",0,0,"HCPP ",3834,0,0
"1206","ELKO ","NV ",1,1,"HCPP ",4108,43,0.0104673807205453
"1207","ESMERALDA ","NV ",1,1,"HMO ",189,33,0.174603174603175
"1208","EUREKA ","NV ",0,0,"HMO ",254,0,0
"1209","LANDER ","NV ",0,0,"HMO ",584,0,0
"1210","NYE ","NV ",5,3,"HMO ",9993,4438,0.44411087761433
"1211","PERSHING ","NV ",0,0,"HMO ",635,0,0
"1212","STOREY ","NV ",2,2,"HMO ",187,43,0.229946524064171
"1213","WASHOE ","NV ",9,2,"HMO ",51582,9589,0.185898181536195
"1214","WHITE PINE ","NV ",0,0,"HCPP ",1620,0,0
"1215","ALBANY ","NY ",7,4,"HMO ",46281,7296,0.157645686134699
"1216","BRONX ","NY ",21,7,"HMO ",157417,44055,0.279861768423995
"1217","BROOME ","NY ",2,2,"PFFS ",39886,1100,0.0275785990071704
"1218","CATTARAUGUS ","NY ",5,2,"DEMP ",15320,2365,0.154373368146214
"1219","CAYUGA ","NY ",5,2,"HMO ",13476,261,0.0193677649154052
"1220","CHEMUNG ","NY ",2,1,"PFFS ",17368,340,0.0195762321510825
"1221","CHENANGO ","NY ",2,2,"PFFS ",9842,231,0.0234708392603129
"1222","CORTLAND ","NY ",1,1,"PFFS ",7536,104,0.0138004246284501
"1223","DUTCHESS ","NY ",5,1,"HMO ",44881,825,0.0183819433613333
"1224","ERIE ","NY ",22,5,"HCPP ",171028,72232,0.422340201604416
"1225","HERKIMER ","NY ",3,2,"HMO ",11970,446,0.0372598162071846
"1226","NEW YORK ","NY ",24,7,"HMO ",231357,43225,0.186832471029621
"1227","NIAGARA ","NY ",5,4,"DEMP ",41564,12938,0.311278991434896
"1228","ONONDAGA ","NY ",5,2,"PACE ",76147,2382,0.031281600063036
"1229","ONTARIO ","NY ",3,3,"HMO ",17575,6652,0.378492176386913
"1230","OSWEGO ","NY ",2,2,"PFFS ",19582,396,0.0202226534572567
"1231","QUEENS ","NY ",24,8,"HMO ",291073,83741,0.287697587890323
"1232","RENSSELAER ","NY ",5,4,"DEMP ",24970,4404,0.17637164597517
"1233","ROCKLAND ","NY ",11,4,"DEMP ",43874,5099,0.116219173086566
"1234","SAINT LAWRENCE ","NY ",2,0,"PFFS ",19918,135,0.00677778893463199
"1235","SARATOGA ","NY ",4,3,"DEMP ",30753,5871,0.190908204077651
"1236","SCHENECTADY ","NY ",7,3,"PACE ",30092,4273,0.141997873188887
"1237","SCHOHARIE ","NY ",1,0,"PFFS ",5683,24,0.00422312159070913
"1238","SENECA ","NY ",3,3,"HMO ",5828,1405,0.241077556623198
"1239","TIOGA ","NY ",3,2,"PFFS ",8379,221,0.026375462465688
"1240","TOMPKINS ","NY ",1,1,"PFFS ",11741,71,0.00604718507793203
"1241","ULSTER ","NY ",3,1,"HMO ",29636,661,0.0223039546497503
"1242","WESTCHESTER ","NY ",16,3,"HMO ",144255,19679,0.136418148417732
"1243","WYOMING ","NY ",11,7,"HMO ",6670,3964,0.594302848575712
"1244","YATES ","NY ",3,3,"HMO ",4852,1327,0.273495465787304
"1245","ASHLAND ","OH ",4,4,"PFFS ",8408,244,0.0290199809705043
"1246","ASHTABULA ","OH ",4,0,"HCPP ",18473,88,0.00476370919720673
"1247","ATHENS ","OH ",1,1,"HCPP ",8319,65,0.00781343911527828
"1248","AUGLAIZE ","OH ",0,0,"HCPP ",8819,0,0
"1249","BELMONT ","OH ",4,4,"HCPP ",14178,4745,0.334673437720412
"1250","CLERMONT ","OH ",7,5,"PFFS ",20088,4039,0.201065312624452
"1251","COLUMBIANA ","OH ",6,1,"HCPP ",20773,1976,0.0951234775911038
"1252","COSHOCTON ","OH ",2,0,"HCPP ",6320,34,0.00537974683544304
"1253","CUYAHOGA ","OH ",11,4,"HCPP ",231017,45235,0.195808100702546
"1254","DARKE ","OH ",2,1,"PFFS ",9116,189,0.0207327775340061
"1255","DEFIANCE ","OH ",1,0,"PFFS ",6588,14,0.0021250758955677
"1256","GALLIA ","OH ",1,1,"HCPP ",6098,34,0.0055755985569039
"1257","GEAUGA ","OH ",4,2,"HCPP ",11761,1161,0.0987160955701046
"1258","GUERNSEY ","OH ",3,1,"HCPP ",7817,84,0.010745810413202
"1259","HIGHLAND ","OH ",1,0,"PPO ",7030,11,0.0015647226173542
"1260","HOCKING ","OH ",1,0,"HCPP ",4537,13,0.00286532951289398
"1261","LICKING ","OH ",4,1,"HCPP ",22035,2011,0.0912638983435444
"1262","LORAIN ","OH ",5,2,"HCPP ",44281,4488,0.101352724644882
"1263","MAHONING ","OH ",5,2,"HCPP ",50313,11590,0.230357959175561
"1264","MEDINA ","OH ",10,7,"HCPP ",21389,3668,0.171490018233672
"1265","MEIGS ","OH ",2,2,"HCPP ",4105,99,0.0241169305724726
"1266","MORROW ","OH ",2,2,"PFFS ",4021,77,0.0191494653071375
"1267","MUSKINGUM ","OH ",3,1,"HCPP ",16184,146,0.00902125556104795
"1268","PICKAWAY ","OH ",2,1,"PFFS ",7471,804,0.107616115647169
"1269","PORTAGE ","OH ",10,7,"HCPP ",20795,4647,0.223467179610483
"1270","PREBLE ","OH ",3,2,"PFFS ",6840,425,0.0621345029239766
"1271","ROSS ","OH ",1,1,"HMO ",12439,435,0.0349706568052094
"1272","SANDUSKY ","OH ",1,1,"PFFS ",9249,67,0.0072440263812304
"1273","SCIOTO ","OH ",1,0,"HCPP ",15569,12,0.000770762412486351
"1274","TRUMBULL ","OH ",4,2,"HCPP ",40503,7834,0.193417771523097
"1275","TUSCARAWAS ","OH ",4,2,"HCPP ",16427,2293,0.139587264868814
"1276","VAN WERT ","OH ",0,0,"HCPP ",4580,0,0
"1277","VINTON ","OH ",0,0,"HCPP ",2005,0,0
"1278","WOOD ","OH ",8,4,"HMO ",16186,4476,0.276535277400222
"1279","WYANDOT ","OH ",1,1,"PFFS ",4083,43,0.0105314719568944
"1280","ALFALFA ","OK ",0,0,"DEMO ",1304,0,0
"1281","ATOKA ","OK ",1,1,"PFFS ",2315,16,0.00691144708423326
"1282","BEAVER ","OK ",7,5,"HMO ",947,19642,20.7412882787751
"1283","BECKHAM ","OK ",0,0,"HMO ",3184,0,0
"1284","CANADIAN ","OK ",3,1,"HMO ",10831,1347,0.124365247899548
"1285","CIMARRON ","OK ",0,0,"HMO ",599,0,0
"1286","COAL ","OK ",0,0,"HMO ",1226,0,0
"1287","CRAIG ","OK ",1,1,"PFFS ",3506,56,0.0159726183685111
"1288","CREEK ","OK ",4,3,"PFFS ",10766,2929,0.272060189485417
"1289","DEWEY ","OK ",0,0,"HMO ",1069,0,0
"1290","GARVIN ","OK ",1,0,"PFFS ",6193,20,0.00322945260778298
"1291","GREER ","OK ",0,0,"COST ",1359,0,0
"1292","HARMON ","OK ",0,0,"HMO ",618,0,0
"1293","HASKELL ","OK ",2,1,"HCPP ",2722,42,0.0154298310066128
"1294","HUGHES ","OK ",0,0,"HMO ",2962,0,0
"1295","KAY ","OK ",2,0,"PFFS ",9465,47,0.00496566296883254
"1296","KINGFISHER ","OK ",0,0,"HMO ",2490,0,0
"1297","LATIMER ","OK ",0,0,"HCPP ",1569,0,0
"1298","LE FLORE ","OK ",2,2,"HCPP ",9368,126,0.0134500426985482
"1299","LOVE ","OK ",0,0,"HMO ",1693,0,0
"1300","MAJOR ","OK ",0,0,"HMO ",1525,0,0
"1301","MAYES ","OK ",3,2,"HMO ",6981,318,0.0455522131499785
"1302","MCCLAIN ","OK ",3,1,"HMO ",4810,63,0.0130977130977131
"1303","MCCURTAIN ","OK ",1,1,"PFFS ",6145,41,0.00667209113100081
"1304","MUSKOGEE ","OK ",2,1,"HMO ",13821,198,0.0143260256131973
"1305","NOWATA ","OK ",1,1,"PFFS ",2185,25,0.011441647597254
"1306","OKFUSKEE ","OK ",1,1,"PFFS ",2387,25,0.0104733975701718
"1307","OKLAHOMA ","OK ",5,2,"HMO ",101227,11400,0.112618174992838
"1308","OKMULGEE ","OK ",3,1,"HMO ",7226,199,0.0275394409078328
"1309","PAYNE ","OK ",1,1,"PFFS ",9082,107,0.0117815459149967
"1310","PITTSBURG ","OK ",2,1,"HCPP ",8733,111,0.0127104087942288
"1311","PUSHMATAHA ","OK ",0,0,"HMO ",2653,0,0
"1312","ROGER MILLS ","OK ",0,0,"HCPP ",719,0,0
"1313","ROGERS ","OK ",4,2,"PFFS ",10154,2620,0.258026393539492
"1314","SEQUOYAH ","OK ",2,1,"PFFS ",7446,60,0.008058017727639
"1315","TILLMAN ","OK ",0,0,"HMO ",1767,0,0
"1316","TULSA ","OK ",4,2,"PFFS ",90596,21119,0.233111837167204
"1317","WAGONER ","OK ",4,3,"PFFS ",5479,2126,0.388027012228509
"1318","WASHITA ","OK ",0,0,"HMO ",2338,0,0
"1319","WOODS ","OK ",1,1,"HCPP ",1696,48,0.0283018867924528
"1320","WOODWARD ","OK ",0,0,"HMO ",3139,0,0
"1321","CLACKAMAS ","OR ",17,7,"HMO ",48208,23367,0.48471208098241
"1322","CLATSOP ","OR ",3,2,"COST ",7018,809,0.115275007124537
"1323","CROOK ","OR ",1,1,"HMO ",4098,688,0.167886774036115
"1324","DESCHUTES ","OR ",8,1,"HMO ",22473,6598,0.293596760557113
"1325","GILLIAM ","OR ",0,0,"HMO ",445,0,0
"1326","HARNEY ","OR ",0,0,"HMO ",1463,0,0
"1327","HOOD RIVER ","OR ",3,2,"DEMP ",2964,442,0.149122807017544
"1328","JOSEPHINE ","OR ",4,3,"HMO ",19457,5709,0.29341625122064
"1329","KLAMATH ","OR ",3,2,"HMO ",12158,599,0.0492679717058727
"1330","MALHEUR ","OR ",1,0,"HCPP ",5104,16,0.00313479623824451
"1331","MULTNOMAH ","OR ",18,8,"HMO ",92176,38058,0.412884047908349
"1332","TILLAMOOK ","OR ",5,2,"HMO ",5790,877,0.15146804835924
"1333","UMATILLA ","OR ",4,3,"HMO ",10588,411,0.0388175292784284
"1334","WALLOWA ","OR ",0,0,"HMO ",1718,0,0
"1335","WASCO ","OR ",2,2,"HMO ",4785,680,0.142110762800418
"1336","YAMHILL ","OR ",10,5,"HMO ",12762,5130,0.40197461212976
"1337","ALLEGHENY ","PA ",13,4,"HCPP ",237191,102707,0.433013900190142
"1338","ARMSTRONG ","PA ",5,5,"HCPP ",16241,5642,0.347392401945693
"1339","BEDFORD ","PA ",9,7,"HCPP ",10053,3978,0.395702775290958
"1340","BERKS ","PA ",11,1,"PFFS ",64623,5946,0.0920105844668307
"1341","BLAIR ","PA ",6,4,"HCPP ",26075,8174,0.313480345158198
"1342","BUCKS ","PA ",10,4,"HMO ",91551,32140,0.351061157169228
"1343","CAMBRIA ","PA ",6,4,"HCPP ",33099,15674,0.473549049820236
"1344","CENTRE ","PA ",7,2,"HCPP ",17671,2206,0.124837304057495
"1345","CHESTER ","PA ",7,4,"PPO ",59514,18229,0.306297677857311
"1346","CLARION ","PA ",3,2,"HCPP ",7541,179,0.0237369049197719
"1347","CLEARFIELD ","PA ",4,2,"HCPP ",16247,2772,0.170616113744076
"1348","DAUPHIN ","PA ",12,2,"HCPP ",40811,4288,0.105069711597363
"1349","FOREST ","PA ",4,4,"HCPP ",1542,144,0.0933852140077821
"1350","HUNTINGDON ","PA ",5,2,"HCPP ",8308,514,0.0618680789600385
"1351","INDIANA ","PA ",6,4,"HCPP ",15992,5521,0.345235117558779
"1352","JUNIATA ","PA ",2,2,"HMO ",4096,1047,0.255615234375
"1353","LACKAWANNA ","PA ",5,1,"PPO ",44548,6615,0.148491514770585
"1354","LEBANON ","PA ",7,1,"PFFS ",23435,434,0.0185193087262641
"1355","LEHIGH ","PA ",8,2,"HMO ",56577,5186,0.0916626897856019
"1356","LUZERNE ","PA ",5,2,"DEMP ",67283,4403,0.0654400071340457
"1357","LYCOMING ","PA ",5,1,"PFFS ",22643,1328,0.0586494722430773
"1358","MCKEAN ","PA ",0,0,"HCPP ",8899,0,0
"1359","MIFFLIN ","PA ",3,2,"PFFS ",9235,2744,0.29713048186248
"1360","MONTOUR ","PA ",1,1,"HMO ",3778,1563,0.413710958178931
"1361","NORTHUMBERLAND ","PA ",4,2,"HMO ",20351,1510,0.0741978281165545
"1362","PHILADELPHIA ","PA ",14,6,"HMO ",229656,90451,0.39385428641098
"1363","POTTER ","PA ",4,1,"PFFS ",3659,232,0.0634053019950806
"1364","SCHUYLKILL ","PA ",5,2,"DEMP ",31958,3387,0.105982852493898
"1365","SNYDER ","PA ",2,2,"HMO ",6423,1542,0.240074731433909
"1366","SUSQUEHANNA ","PA ",4,0,"PFFS ",7966,98,0.0123022847100176
"1367","VENANGO ","PA ",4,2,"HMO ",11728,359,0.0306105047748977
"1368","WESTMORELAND ","PA ",9,5,"HCPP ",74670,34204,0.458068836212669
"1369","ADJUNTAS ","PR ",6,6,"HMO ",2652,623,0.234917043740573
"1370","AGUADA ","PR ",4,3,"HMO ",9464,1929,0.203825021132713
"1371","AGUADILLA ","PR ",5,4,"HMO ",10982,3281,0.298761609907121
"1372","AGUAS BUENAS ","PR ",6,5,"HMO ",4433,1145,0.258290096999774
"1373","AIBONITO ","PR ",5,4,"HMO ",5326,1448,0.271873826511453
"1374","ANASCO ","PR ",5,4,"HMO ",4872,1981,0.406609195402299
"1375","ARECIBO ","PR ",6,6,"HMO ",20650,6963,0.337191283292978
"1376","ARROYO ","PR ",5,4,"HMO ",3096,825,0.266472868217054
"1377","BARCELONETA ","PR ",6,4,"HMO ",6868,1477,0.215055329062318
"1378","BARRANQUITAS ","PR ",5,3,"HMO ",4429,898,0.20275457213818
"1379","BAYAMON ","PR ",10,4,"HMO ",39163,11412,0.291397492531216
"1380","CABO ROJO ","PR ",5,4,"HMO ",8679,3861,0.444866920152091
"1381","CAGUAS ","PR ",6,5,"HMO ",25359,6565,0.258882448046059
"1382","CAMUY ","PR ",6,6,"HMO ",6086,1986,0.326322707854091
"1383","CANOVANAS ","PR ",5,2,"HMO ",72,2309,32.0694444444444
"1384","CAROLINA ","PR ",6,4,"HMO ",24567,8098,0.329629177351732
"1385","CATANO ","PR ",6,4,"HMO ",10612,1600,0.150772710139465
"1386","CAYEY ","PR ",6,5,"HMO ",10530,3452,0.327825261158595
"1387","CEIBA ","PR ",4,4,"HMO ",2424,808,0.333333333333333
"1388","CIALES ","PR ",6,5,"HMO ",3820,1202,0.314659685863874
"1389","CIDRA ","PR ",5,5,"HMO ",5449,1384,0.253991558084052
"1390","COAMO ","PR ",6,5,"HMO ",5849,1662,0.284151136946487
"1391","COMERIO ","PR ",5,4,"HMO ",2952,391,0.132452574525745
"1392","COROZAL ","PR ",4,4,"HMO ",5624,1157,0.20572546230441
"1393","CULEBRA ","PR ",1,1,"HMO ",281,11,0.0391459074733096
"1394","DORADO ","PR ",6,5,"HMO ",4632,1567,0.338298791018998
"1395","FAJARDO ","PR ",5,4,"HMO ",6476,2124,0.327980234712786
"1396","FLORIDA ","PR ",6,4,"HMO ",87,707,8.1264367816092
"1397","GUANICA ","PR ",6,6,"HMO ",3398,1594,0.469099470276633
"1398","GUAYAMA ","PR ",5,4,"HMO ",6693,2037,0.304347826086957
"1399","GUAYANILLA ","PR ",7,6,"HMO ",3490,1649,0.472492836676218
"1400","GUAYNABO ","PR ",6,4,"HMO ",12906,3068,0.237718890438556
"1401","GURABO ","PR ",6,4,"HMO ",5426,1622,0.298931072613343
"1402","HATILLO ","PR ",6,6,"HMO ",6166,2082,0.337658125202725
"1403","HORMIGUEROS ","PR ",5,5,"HMO ",4145,1438,0.34692400482509
"1404","HUMACAO ","PR ",6,5,"HMO ",12258,3663,0.298825256975037
"1405","ISABELA ","PR ",5,4,"HMO ",7441,2510,0.337320252654213
"1406","JAYUYA ","PR ",5,5,"HMO ",2316,403,0.174006908462867
"1407","JUANA DIAZ ","PR ",6,6,"HMO ",5826,2219,0.380878819086852
"1408","JUNCOS ","PR ",6,5,"HMO ",6263,1862,0.297301612645697
"1409","LAJAS ","PR ",5,5,"HMO ",4639,1919,0.413666738521233
"1410","LARES ","PR ",6,6,"HMO ",5609,1230,0.219290426100909
"1411","LAS MARIAS ","PR ",2,2,"HMO ",1456,199,0.136675824175824
"1412","LAS PIEDRAS ","PR ",5,5,"HMO ",7694,1322,0.171822199116194
"1413","LOIZA ","PR ",4,2,"HMO ",8187,765,0.0934408208134848
"1414","LUQUILLO ","PR ",4,4,"HMO ",1187,1132,0.953664700926706
"1415","MANATI ","PR ",6,5,"HMO ",8677,3050,0.351503976028581
"1416","MARICAO ","PR ",4,4,"HMO ",823,238,0.289185905224787
"1417","MAUNABO ","PR ",4,4,"HMO ",2427,610,0.251339101771735
"1418","MAYAGUEZ ","PR ",5,5,"HMO ",18211,6118,0.335950798967657
"1419","MOCA ","PR ",5,4,"HMO ",5584,1377,0.246597421203438
"1420","MOROVIS ","PR ",6,5,"HMO ",4455,1362,0.305723905723906
"1421","NAGUABO ","PR ",5,5,"HMO ",4354,943,0.216582452916858
"1422","NARANJITO ","PR ",6,5,"HMO ",4850,1023,0.210927835051546
"1423","OROCOVIS ","PR ",5,4,"HMO ",4011,871,0.217152829718275
"1424","PATILLAS ","PR ",5,4,"HMO ",3769,1126,0.298752984876625
"1425","PENUELAS ","PR ",6,6,"HMO ",3291,1126,0.342145244606503
"1426","PONCE ","PR ",7,6,"HMO ",28954,9016,0.31139048145334
"1427","QUEBRADILLAS ","PR ",6,5,"HMO ",5018,1649,0.328616978876046
"1428","RINCON ","PR ",4,4,"HMO ",2956,1037,0.350811907983762
"1429","SABANA GRANDE ","PR ",5,4,"HMO ",4590,2051,0.446840958605664
"1430","SALINAS ","PR ",5,4,"HMO ",4934,1366,0.276854479124443
"1431","SAN GERMAN ","PR ",5,5,"HMO ",6391,2630,0.411516194648725
"1432","SAN LORENZO ","PR ",5,5,"HMO ",6483,1374,0.211938917167978
"1433","SAN SEBASTIAN ","PR ",5,4,"HMO ",8510,2291,0.269212690951821
"1434","SANTA ISABEL ","PR ",6,6,"HMO ",3167,943,0.297758130723082
"1435","TOA ALTA ","PR ",6,5,"HMO ",7007,2202,0.314257171400029
"1436","TOA BAJA ","PR ",6,6,"HMO ",5891,3983,0.676116109319301
"1437","TRUJILLO ALTO ","PR ",5,4,"HMO ",7354,2397,0.325945063910797
"1438","UTUADO ","PR ",6,6,"HMO ",2612,1241,0.475114854517611
"1439","VEGA ALTA ","PR ",6,5,"HMO ",5726,3106,0.542438002095704
"1440","VEGA BAJA ","PR ",6,5,"HMO ",10578,3091,0.292210247683872
"1441","VIEQUES ","PR ",4,3,"HMO ",2482,293,0.118049959709911
"1442","VILLALBA ","PR ",6,4,"HMO ",3535,973,0.275247524752475
