countyname,state,countyssa,eligibles,numberofplans1,numberofplans2,totalenrollees,totalpenetration
JACKSON,WV,51170,5977,1,1,39,0.6525012548101055
JEFFERSON,WV,51180,6531,0,0,0,0
KANAWHA,WV,51190,41918,3,1,912,2.1756763204351355
LEWIS,WV,51200,4026,1,1,36,0.8941877794336811
LINCOLN,WV,51210,4536,2,2,205,4.519400352733686
LOGAN,WV,51220,8839,2,2,1357,15.352415431609911
MARION,WV,51240,12217,2,1,569,4.65744454448719
MARSHALL,WV,51250,6149,4,4,1413,22.97934623516019
MASON,WV,51260,5319,1,0,22,0.4136115811242715
MCDOWELL,WV,51230,6961,1,1,1137,16.33386007757506
MERCER,WV,51270,15021,1,1,1020,6.7904933093668864
MINERAL,WV,51280,4874,1,0,16,0.3282724661469019
MINGO,WV,51290,6786,1,1,1161,17.108753315649867
MONONGALIA,WV,51300,10308,1,1,290,2.813348855258052
MONROE,WV,51310,3335,1,1,81,2.428785607196402
MORGAN,WV,51320,3096,0,0,0,0
NICHOLAS,WV,51330,5891,1,1,464,7.876421660159566
OHIO,WV,51340,10628,4,3,3053,28.72600677455777
PENDLETON,WV,51350,1793,0,0,0,0
PLEASANTS,WV,51360,1435,0,0,0,0
POCAHONTAS,WV,51370,1956,1,1,19,0.9713701431492843
PRESTON,WV,51380,5687,1,1,121,2.127659574468085
PUTNAM,WV,51390,8031,2,1,61,0.7595567177188395
RALEIGH,WV,51400,16929,2,1,2092,12.357493059247446
RANDOLPH,WV,51410,6146,1,1,125,2.0338431500162706
RITCHIE,WV,51420,2139,1,1,20,0.9350163627863488
ROANE,WV,51430,3123,1,1,26,0.8325328210054435
SUMMERS,WV,51440,2898,2,2,278,9.592822636300896
TAYLOR,WV,51450,2798,1,1,55,1.9656897784131522
TUCKER,WV,51460,1574,1,1,20,1.2706480304955527
TYLER,WV,51470,1766,2,2,110,6.22876557191393
UPSHUR,WV,51480,4501,1,1,160,3.554765607642746
WAYNE,WV,51490,6768,2,2,165,2.4379432624113475
WEBSTER,WV,51500,2226,1,1,135,6.064690026954178
WETZEL,WV,51510,4251,2,2,260,6.116207951070336
WIRT,WV,51520,1179,0,0,0,0
WOOD,WV,51530,17796,2,0,41,0.23038885142728702
WYOMING,WV,51540,5903,1,1,989,16.75419278333051
ALBANY,WY,53000,3246,1,1,88,2.7110289587184226
BIG HORN,WY,53010,2148,0,0,0,0
CAMPBELL,WY,53020,2753,0,0,0,0
CARBON,WY,53030,2293,1,1,79,3.4452682075883123
CONVERSE,WY,53040,1806,0,0,0,0
CROOK,WY,53050,1014,0,0,0,0
FREMONT,WY,53060,6261,0,0,0,0
GOSHEN,WY,53070,2493,0,0,0,0
HOT SPRINGS,WY,53080,1198,0,0,0,0
JOHNSON,WY,53090,1562,0,0,0,0
LARAMIE,WY,53100,12356,2,1,487,3.941404985432179
LINCOLN,WY,53110,2202,0,0,0,0
"NATRONA",WY,53120,10563,0,0,0,0
NIOBRARA,WY,53130,538,0,0,0,0
PARK,WY,53140,4921,0,0,0,0
PLATTE,WY,53150,1848,0,0,0,0
SHERIDAN,WY,53160,4883,0,0,0,0
SUBLETTE,WY,53170,896,0,0,0,0
SWEETWATER,WY,53180,4026,2,2,184,4.570293094883259
TETON,WY,53190,1698,0,0,0,0
UINTA,WY,53200,2006,1,1,62,3.090727816550349
WASHAKIE,WY,53210,1554,0,0,0,0
WESTON,WY,53220,1295,0,0,0,0
