countyname,state,countyssa,eligibles,numberofplans1,numberofplans2,totalenrollees,totalpenetration
GRAVES,KY,18410,7847,1,0,34,0.4332866063463744
GRAYSON,KY,18420,5077,1,0,12,0.23636005515067954
GREEN,KY,18421,2254,0,0,0,0
GREENUP,KY,18440,7661,2,1,579,7.557760083540008
HANCOCK,KY,18450,1368,0,0,0,0
HARDIN,KY,18460,14026,1,0,23,0.1639811778126337
HARLAN,KY,18470,7245,1,1,406,5.603864734299517
HARRISON,KY,18480,3276,1,1,29,0.8852258852258852
HART,KY,18490,3191,0,0,0,0
HENDERSON,KY,18500,7964,1,1,123,1.5444500251130084
HENRY,KY,18510,2791,0,0,0,0
HICKMAN,KY,18511,867,0,0,0,0
HOPKINS,KY,18530,9289,2,1,350,3.7678975131876413
JACKSON,KY,18540,2540,0,0,0,0
JEFFERSON,KY,18550,117594,6,1,6097,5.184788339541133
JESSAMINE,KY,18560,5454,4,3,111,2.0352035203520353
JOHNSON,KY,18570,4948,1,1,203,4.10266774454325
KENTON,KY,18580,20709,5,2,1452,7.0114442995798925
KNOTT,KY,18590,2966,1,1,169,5.6979096426163185
KNOX,KY,18600,4990,1,1,63,1.2625250501002003
LARUE,KY,18610,2492,0,0,0,0
LAUREL,KY,18620,8896,1,1,54,0.6070143884892086
LAWRENCE,KY,18630,3132,1,1,54,1.7241379310344827
LEE,KY,18640,1593,0,0,0,0
LESLIE,KY,18650,2607,1,1,31,1.1891062523973916
LETCHER,KY,18660,5451,1,1,513,9.411117226197028
LEWIS,KY,18670,2554,0,0,0,0
LINCOLN,KY,18680,4878,2,1,57,1.168511685116851
LIVINGSTON,KY,18690,2190,0,0,0,0
LOGAN,KY,18700,5032,0,0,0,0
LYON,KY,18710,1854,0,0,0,0
MADISON,KY,18750,10782,3,0,72,0.667779632721202
MAGOFFIN,KY,18760,2423,1,1,25,1.031778786628147
MARION,KY,18770,3306,1,0,11,0.33272837265577737
MARSHALL,KY,18780,6778,1,0,29,0.42785482443198586
MARTIN,KY,18790,2368,1,1,187,7.89695945945946
MASON,KY,18800,3186,0,0,0,0
MCCRACKEN,KY,18720,12730,2,1,271,2.128829536527887
MCCREARY,KY,18730,3233,1,1,36,1.1135168574079801
MCLEAN,KY,18740,1973,0,0,0,0
MEADE,KY,18801,2888,0,0,0,0
MENIFEE,KY,18802,1391,0,0,0,0
MERCER,KY,18830,4060,2,0,28,0.6896551724137931
METCALFE,KY,18831,2256,1,1,85,3.767730496453901
MONROE,KY,18850,2776,0,0,0,0
MONTGOMERY,KY,18860,4134,3,1,73,1.7658442186744074
MORGAN,KY,18861,2444,0,0,0,0
MUHLENBERG,KY,18880,6474,2,2,282,4.355885078776645
NELSON,KY,18890,6418,1,0,11,0.17139295730757245
NICHOLAS,KY,18900,1437,0,0,0,0
OHIO,KY,18910,4352,1,1,42,0.9650735294117647
OLDHAM,KY,18920,4634,2,2,187,4.03539059128183
OWEN,KY,18930,1360,0,0,0,0
OWSLEY,KY,18931,1191,0,0,0,0
PENDLETON,KY,18932,2126,1,1,31,1.458137347130762
PERRY,KY,18960,6580,1,1,207,3.1458966565349544
PIKE,KY,18970,14932,2,1,1313,8.793195821055452
POWELL,KY,18971,2023,2,2,35,1.7301038062283738
PULASKI,KY,18972,13755,2,1,178,1.2940748818611414
ROCKCASTLE,KY,18974,2947,0,0,0,0
ROWAN,KY,18975,3510,2,1,36,1.0256410256410255
RUSSELL,KY,18976,3798,1,0,18,0.47393364928909953
SCOTT,KY,18977,4514,2,2,64,1.4178112538768277
SHELBY,KY,18978,4611,0,0,0,0
SIMPSON,KY,18979,2783,0,0,0,0
SPENCER,KY,18980,1715,0,0,0,0
TAYLOR,KY,18981,5436,0,0,0,0
TODD,KY,18982,1946,0,0,0,0
TRIGG,KY,18983,2970,0,0,0,0
TRIMBLE,KY,18984,1297,0,0,0,0
UNION,KY,18985,2703,1,1,36,1.3318534961154274
WARREN,KY,18986,14807,1,0,15,0.10130343756331465
WASHINGTON,KY,18987,2093,0,0,0,0
WAYNE,KY,18988,3838,0,0,0,0
WEBSTER,KY,18989,2825,2,2,63,2.230088495575221
WHITLEY,KY,18990,9858,1,1,70,0.7100831811726517
WOLFE,KY,18991,1653,0,0,0,0
WOODFORD,KY,18992,3362,2,0,28,0.8328375966686496
ACADIA,LA,19000,9537,2,1,94,0.9856348956694977
ALLEN,LA,19010,3674,1,0,11,0.2994011976047904
ASCENSION,LA,19020,9293,6,4,1992,21.435489077800494
ASSUMPTION,LA,19030,3549,3,2,54,1.521555367709214
AVOYELLES,LA,19040,7615,4,2,149,1.9566644780039395
BEAUREGARD,LA,19050,5402,1,0,17,0.31469825990373934
BIENVILLE,LA,19060,3128,1,1,38,1.2148337595907928
BOSSIER,LA,19070,13682,5,2,314,2.294986113141354
CADDO,LA,19080,41033,4,2,910,2.217727195184364
CALCASIEU,LA,19090,28582,4,0,213,0.7452242670212021
CALDWELL,LA,19100,1992,0,0,0,0
CAMERON,LA,19110,829,0,0,0,0
CATAHOULA,LA,19120,2192,0,0,0,0
CLAIBORNE,LA,19130,2906,1,1,42,1.445285615966965
CONCORDIA,LA,19140,3729,1,0,17,0.4558862965942612
DE SOTO,LA,19150,4578,2,2,104,2.271734381826125
EAST BATON ROUGE,LA,19160,53483,6,4,8614,16.106052390479217
EAST CARROLL,LA,19170,1469,0,0,0,0
EAST FELICIANA,LA,19180,3204,4,3,255,7.9588014981273405
EVANGELINE,LA,19190,6361,1,0,29,0.45590315988052194
FRANKLIN,LA,19200,3880,0,0,0,0
GRANT,LA,19210,3200,0,0,0,0
IBERIA,LA,19220,11520,3,0,99,0.859375
IBERVILLE,LA,19230,5079,4,3,894,17.601890135853516
JACKSON,LA,19240,3084,1,1,38,1.2321660181582361
JEFFERSON,LA,19250,65598,5,2,26260,40.03170828378914
JEFFERSON DAVIS,LA,19260,5342,1,1,28,0.5241482590789966
LA SALLE,LA,19290,2646,0,0,0,0
LAFAYETTE,LA,19270,25622,4,1,455,1.7758176567012725
LAFOURCHE,LA,19280,13243,4,0,139,1.0496111153061995
LINCOLN,LA,19300,5869,3,0,69,1.175668768103595
LIVINGSTON,LA,19310,12302,6,3,3155,25.64623638432775
MADISON,LA,19320,1797,0,0,0,0
MOREHOUSE,LA,19330,5920,0,0,0,0
"NATCHITOCHES",LA,19340,6068,3,1,105,1.7303889255108766
ORLEANS,LA,19350,41903,4,2,13345,31.847361764074172
OUACHITA,LA,19360,21843,4,0,105,0.480703200109875
PLAQUEMINES,LA,19370,2872,3,3,1238,43.1058495821727
POINTE COUPEE,LA,19380,3826,5,4,360,9.409304756926295
RAPIDES,LA,19390,22697,4,0,201,0.8855795920165661
RED RIVER,LA,19400,1539,2,2,30,1.949317738791423
RICHLAND,LA,19410,3797,0,0,0,0
SABINE,LA,19420,4507,1,1,69,1.5309518526736188
SAINT BERNARD,LA,19430,6286,2,2,2172,34.552974864778875
SAINT CHARLES,LA,19440,5998,2,2,1986,33.11103701233745
SAINT HELENA,LA,19450,1124,3,3,91,8.09608540925267
SAINT JAMES,LA,19460,3410,2,1,42,1.2316715542521994
SAINT LANDRY,LA,19480,15979,4,1,299,1.8712059578196383
SAINT MARTIN,LA,19490,6719,2,1,133,1.9794612293496057
SAINT MARY,LA,19500,8973,3,0,99,1.103309929789368
SAINT TAMMANY,LA,19510,28751,6,2,7192,25.014782094535843
ST JOHN THE BAPTIST,LA,19470,5526,2,2,715,12.938834600072385
TANGIPAHOA,LA,19520,16572,5,3,747,4.507603186097031
TENSAS,LA,19530,1110,0,0,0,0
TERREBONNE,LA,19540,16673,3,0,111,0.6657470161338691
UNION,LA,19550,4282,1,0,14,0.3269500233535731
VERMILION,LA,19560,8938,3,1,120,1.3425822331617812
VERNON,LA,19570,5603,2,0,28,0.4997322862752097
WASHINGTON,LA,19580,8530,4,1,300,3.5169988276670576
WEBSTER,LA,19590,8513,1,1,113,1.3273816515916832
WEST BATON ROUGE,LA,19600,2988,4,3,555,18.57429718875502
WEST CARROLL,LA,19610,2370,0,0,0,0
WEST FELICIANA,LA,19620,1329,2,2,72,5.417607223476298
WINN,LA,19630,2552,1,1,20,0.7836990595611285
BARNSTABLE,MA,22000,59460,7,2,3650,6.13858055835856
BERKSHIRE,MA,22010,27801,0,0,0,0
BRISTOL,MA,22020,92960,7,2,7902,8.500430292598967
DUKES,MA,22030,2693,0,0,0,0
ESSEX,MA,22040,116218,9,4,14267,12.27606739059354
FRANKLIN,MA,22060,12306,2,2,2308,18.75507882333821
HAMPDEN,MA,22070,79701,7,2,13668,17.149094741596716
HAMPSHIRE,MA,22080,21997,4,1,1991,9.051234259217166
MIDDLESEX,MA,22090,213615,9,5,43067,20.161037380333777
"NANTUCKET",MA,22120,1223,0,0,0,0
NORFOLK,MA,22130,100699,9,4,17431,17.310003078481415
PLYMOUTH,MA,22150,71801,7,2,7422,10.336903385746716
SUFFOLK,MA,22160,89749,12,4,7758,8.64410745523627
WORCESTER,MA,22170,116989,11,4,42068,35.95893631025139
ALLEGANY,MD,21000,15816,1,0,21,0.13277693474962063
ANNE ARUNDEL,MD,21010,63529,6,2,1970,3.1009460246501597
BALTIMORE,MD,21020,125155,8,4,7294,5.827973313091766
BALTIMORE CITY,MD,21030,93746,6,3,6343,6.766155355961854
CALVERT,MD,21040,9333,2,2,179,1.9179256402014357
CAROLINE,MD,21050,5066,0,0,0,0
CARROLL,MD,21060,23978,4,1,330,1.376261573108683
CECIL,MD,21070,12475,2,1,84,0.6733466933867736
CHARLES,MD,21080,12525,4,3,484,3.8642714570858283
DORCHESTER,MD,21090,6107,0,0,0,0
FREDERICK,MD,21100,23568,4,1,375,1.5911405295315681
GARRETT,MD,21110,5103,1,1,28,0.5486968449931413
HARFORD,MD,21120,29372,5,2,1122,3.819964592128558
HOWARD,MD,21130,20435,5,2,678,3.317837044286763
KENT,MD,21140,4969,0,0,0,0
MONTGOMERY,MD,21150,109147,10,1,6120,5.607117007338727
PRINCE GEORGES,MD,21160,81931,8,2,6026,7.3549694254921825
QUEEN ANNES,MD,21170,5601,0,0,0,0
SAINT MARYS,MD,21180,10080,1,0,20,0.1984126984126984
SOMERSET,MD,21190,4193,0,0,0,0
TALBOT,MD,21200,8393,0,0,0,0
WASHINGTON,MD,21210,22471,1,0,18,0.08010324418138935
WICOMICO,MD,21220,13821,1,0,13,0.09405976412705304
WORCESTER,MD,21230,11575,1,0,12,0.10367170626349892
ANDROSCOGGIN,ME,20000,20017,1,0,12,0.05994904331318379
AROOSTOOK,ME,20010,16958,0,0,0,0
CUMBERLAND,ME,20020,45392,1,0,44,0.09693338033133592
FRANKLIN,ME,20030,5219,0,0,0,0
HANCOCK,ME,20040,10135,0,0,0,0
KENNEBEC,ME,20050,23162,1,0,49,0.21155340644158535
KNOX,ME,20060,8350,0,0,0,0
LINCOLN,ME,20070,7455,0,0,0,0
OXFORD,ME,20080,10951,0,0,0,0
PENOBSCOT,ME,20090,27462,0,0,0,0
SAGADAHOC,ME,20110,5827,1,0,16,0.2745838338767805
SOMERSET,ME,20120,10135,0,0,0,0
WALDO,ME,20130,6974,0,0,0,0
WASHINGTON,ME,20140,7654,0,0,0,0
YORK,ME,20150,33338,4,0,78,0.233967244585758
ALCONA,MI,23000,3596,0,0,0,0
ALGER,MI,23010,2158,1,1,20,0.9267840593141798
ALLEGAN,MI,23020,13696,4,2,346,2.526285046728972
ALPENA,MI,23030,7295,0,0,0,0
ANTRIM,MI,23040,5011,0,0,0,0
ARENAC,MI,23050,4120,0,0,0,0
BARAGA,MI,23060,1779,1,1,14,0.7869589657110736
BARRY,MI,23070,7586,2,1,61,0.8041128394410757
BAY,MI,23080,19832,0,0,0,0
BENZIE,MI,23090,3596,0,0,0,0
BERRIEN,MI,23100,30882,0,0,0,0
BRANCH,MI,23110,7340,0,0,0,0
CALHOUN,MI,23120,24407,1,0,16,0.06555496373991068
CASS,MI,23130,7419,2,0,55,0.7413398032079795
CHARLEVOIX,MI,23140,5116,1,1,40,0.7818608287724785
CHEBOYGAN,MI,23150,5374,1,1,41,0.7629326386304429
CHIPPEWA,MI,23160,6554,1,1,47,0.7171193164479707
CLARE,MI,23170,7611,0,0,0,0
CLINTON,MI,23180,7379,1,1,39,0.5285269006640466
CRAWFORD,MI,23190,2630,0,0,0,0
DELTA,MI,23200,8541,1,1,62,0.7259103149514109
DICKINSON,MI,23210,6270,1,0,30,0.4784688995215311
EATON,MI,23220,11784,1,1,85,0.721317040054311
EMMET,MI,23230,6123,1,1,46,0.7512657194185857
GENESEE,MI,23240,70556,3,1,3460,4.903906117126821
GLADWIN,MI,23250,6625,0,0,0,0
GOGEBIC,MI,23260,4414,3,2,110,2.492070684186679
GRAND TRAVERSE,MI,23270,15513,0,0,0,0
GRATIOT,MI,23280,7066,0,0,0,0
HILLSDALE,MI,23290,7874,0,0,0,0
HOUGHTON,MI,23300,6181,1,1,46,0.7442161462546514
HURON,MI,23310,8170,0,0,0,0
INGHAM,MI,23320,40546,1,0,124,0.30582548216840133
IONIA,MI,23330,8047,3,1,73,0.9071703740524419
IOSCO,MI,23340,7610,0,0,0,0
IRON,MI,23350,3365,1,1,28,0.8320950965824666
ISABELLA,MI,23360,7323,0,0,0,0
JACKSON,MI,23370,26083,0,0,0,0
KALAMAZOO,MI,23380,34604,2,0,288,0.8322737255808577
KALKASKA,MI,23390,2575,0,0,0,0
KENT,MI,23400,76517,5,4,2323,3.03592665682136
KEWEENAW,MI,23410,574,0,0,0,0
LAKE,MI,23420,2830,0,0,0,0
LAPEER,MI,23430,11211,1,1,158,1.4093301222014094
LEELANAU,MI,23440,3732,0,0,0,0
LENAWEE,MI,23450,17073,0,0,0,0
LIVINGSTON,MI,23460,16707,3,0,128,0.766145926857006
LUCE,MI,23470,1393,0,0,0,0
MACKINAC,MI,23480,2566,1,1,21,0.818394388152767
MACOMB,MI,23490,128704,3,1,3364,2.613749378418697
MANISTEE,MI,23500,5609,0,0,0,0
MARQUETTE,MI,23510,11136,1,1,65,0.5836925287356322
MASON,MI,23520,6121,0,0,0,0
MECOSTA,MI,23530,7043,1,0,12,0.17038193951441147
MENOMINEE,MI,23540,4975,3,2,141,2.8341708542713566
MIDLAND,MI,23550,12808,0,0,0,0
MISSAUKEE,MI,23560,2573,0,0,0,0
MONROE,MI,23570,21702,2,1,1049,4.8336558842503
MONTCALM,MI,23580,10906,0,0,0,0
MONTMORENCY,MI,23590,3579,0,0,0,0
MUSKEGON,MI,23600,30091,1,0,59,0.19607191519058856
NEWAYGO,MI,23610,7585,4,2,216,2.847725774555043
OAKLAND,MI,23620,165088,6,1,3301,1.9995396394650127
OCEANA,MI,23630,5305,0,0,0,0
OGEMAW,MI,23640,5186,0,0,0,0
ONTONAGON,MI,23650,2115,1,1,20,0.9456264775413712
OSCEOLA,MI,23660,5087,0,0,0,0
OSCODA,MI,23670,1954,0,0,0,0
